SUMLEV,Geo,sexo,PAISNAC,pob
SL050,34081313088,6,228,5
SL050,34081313088,1,228,7
SL050,34081313087,9,343,517
SL050,34081313087,6,343,294
SL050,34081313087,1,128,245
SL050,34081313085,9,228,27
SL050,34081313085,6,228,12
SL050,34081313085,1,128,15
SL050,34081313084,9,128,15
SL050,34081313084,6,128,5
SL050,34081313084,1,128,10
SL050,34081313083,9,228,38
SL050,34081313083,6,128,16
SL050,34081313083,1,228,22
SL050,34081313082,9,128,2136
SL050,34081313082,6,128,1074
SL050,34081313082,1,128,1062
SL050,34081313081,9,104,14
SL050,34081313081,6,104,5
SL050,34081313081,1,104,9
SL050,34081313080,9,342,2
SL050,34081313080,6,342,2
SL050,34081313080,1,416,1
SL050,34081313079,9,128,290
SL050,34081313079,6,128,138
SL050,34081313079,1,128,152
SL050,34081313078,9,128,526
SL050,34081313078,6,128,227
SL050,34081313078,1,128,299
SL050,34081313077,9,128,63
SL050,34081313077,6,128,30
SL050,34081313077,1,128,33
SL050,34081313076,9,128,3
SL050,34081313076,6,317,3
SL050,34081313076,1,128,1
SL050,34081313075,9,341,1
SL050,34081313075,6,341,1
SL050,34081313074,9,228,6
SL050,34081313074,6,128,1
SL050,34081313074,1,228,5
SL050,34081313073,9,128,7
SL050,34081313073,6,128,4
SL050,34081313073,1,128,3
SL050,34081313072,9,128,51
SL050,34081313072,6,128,23
SL050,34081313072,1,128,28
SL050,34081313071,9,128,322
SL050,34081313071,6,343,183
SL050,34081313071,1,128,146
SL050,34081313070,9,228,24
SL050,34081313070,6,228,11
SL050,34081313070,1,228,13
SL050,34081313069,9,128,10
SL050,34081313069,6,128,5
SL050,34081313069,1,128,5
SL050,34081313068,9,228,6
SL050,34081313068,6,228,3
SL050,34081313068,1,228,3
SL050,34081313067,9,128,21
SL050,34081313067,6,128,8
SL050,34081313067,1,128,13
SL050,34081313066,9,228,107
SL050,34081313066,6,228,40
SL050,34081313066,1,228,67
SL050,34081313065,9,128,193
SL050,34081313065,6,128,97
SL050,34081313065,1,128,96
SL050,34081313064,9,128,44
SL050,34081313064,6,128,19
SL050,34081313064,1,128,25
SL050,34081313063,9,128,49
SL050,34081313063,6,128,22
SL050,34081313063,1,128,27
SL050,34081313062,9,228,7
SL050,34081313062,6,228,4
SL050,34081313062,1,228,3
SL050,34081313061,9,128,423
SL050,34081313061,6,128,202
SL050,34081313061,1,128,221
SL050,34081313060,9,104,2
SL050,34081313060,1,104,2
SL050,34081313059,9,128,8
SL050,34081313059,6,128,6
SL050,34081313059,1,128,2
SL050,34081313058,9,104,114
SL050,34081313058,6,104,51
SL050,34081313058,1,104,63
SL050,34081313057,9,128,39
SL050,34081313057,6,128,17
SL050,34081313057,1,128,22
SL050,34081313056,9,228,106
SL050,34081313056,6,343,51
SL050,34081313056,1,228,62
SL050,34081313055,9,154,3
SL050,34081313055,6,154,2
SL050,34081313055,1,123,1
SL050,34081313054,9,128,98
SL050,34081313054,6,128,37
SL050,34081313054,1,128,61
SL050,34081313053,9,128,422
SL050,34081313053,6,128,200
SL050,34081313053,1,128,222
SL050,34081313052,9,128,409
SL050,34081313052,6,128,205
SL050,34081313052,1,128,204
SL050,34081313051,9,342,3
SL050,34081313051,6,103,1
SL050,34081313051,1,342,2
SL050,34081313050,9,228,20
SL050,34081313050,6,228,7
SL050,34081313050,1,228,13
SL050,34081313049,9,228,15
SL050,34081313049,6,228,7
SL050,34081313049,1,228,8
SL050,34081313048,9,110,1
SL050,34081313048,1,110,1
SL050,34081313047,9,128,750
SL050,34081313047,6,128,335
SL050,34081313047,1,128,415
SL050,34081313046,9,128,5
SL050,34081313046,6,128,2
SL050,34081313046,1,128,3
SL050,34081313045,9,128,22
SL050,34081313045,6,128,8
SL050,34081313045,1,128,14
SL050,34081313044,9,228,100
SL050,34081313044,6,128,44
SL050,34081313044,1,228,67
SL050,34081313043,9,345,3
SL050,34081313043,6,345,2
SL050,34081313043,1,128,2
SL050,34081313042,9,126,2
SL050,34081313042,6,126,1
SL050,34081313042,1,126,1
SL050,34081313041,9,128,4
SL050,34081313041,6,128,2
SL050,34081313041,1,128,2
SL050,34081313040,9,228,5
SL050,34081313040,6,142,3
SL050,34081313040,1,228,3
SL050,34081313039,9,128,405
SL050,34081313039,6,128,198
SL050,34081313039,1,128,207
SL050,34081313038,9,128,8
SL050,34081313038,6,128,3
SL050,34081313038,1,128,5
SL050,34081313037,9,128,42
SL050,34081313037,6,128,17
SL050,34081313037,1,128,25
SL050,34081313036,9,128,14
SL050,34081313036,6,128,8
SL050,34081313036,1,128,6
SL050,34081313035,9,228,13
SL050,34081313035,6,128,6
SL050,34081313035,1,228,8
SL050,34081313034,9,128,615
SL050,34081313034,6,343,374
SL050,34081313034,1,128,247
SL050,34081313033,9,128,71
SL050,34081313033,6,128,30
SL050,34081313033,1,128,41
SL050,34081313032,9,128,2
SL050,34081313032,6,128,1
SL050,34081313032,1,110,1
SL050,34081313031,9,228,30
SL050,34081313031,6,128,17
SL050,34081313031,1,228,17
SL050,34081313030,9,128,6
SL050,34081313030,6,128,2
SL050,34081313030,1,128,4
SL050,34081313029,9,227,3
SL050,34081313029,6,227,1
SL050,34081313029,1,227,2
SL050,34081313028,9,128,735
SL050,34081313028,6,128,343
SL050,34081313028,1,128,392
SL050,34081313027,9,128,43
SL050,34081313027,6,341,19
SL050,34081313027,1,128,27
SL050,34081313026,9,104,9
SL050,34081313026,6,104,5
SL050,34081313026,1,104,4
SL050,34081313025,9,347,4
SL050,34081313025,6,347,3
SL050,34081313025,1,128,2
SL050,34081313024,9,228,9
SL050,34081313024,6,228,5
SL050,34081313024,1,228,4
SL050,34081313023,9,128,386
SL050,34081313023,6,128,180
SL050,34081313023,1,345,208
SL050,34081313022,9,104,1
SL050,34081313022,6,104,1
SL050,34081313022,1,126,1
SL050,34081313021,9,110,2
SL050,34081313021,6,342,2
SL050,34081313021,1,110,1
SL050,34081313020,9,128,62
SL050,34081313020,6,128,32
SL050,34081313020,1,128,30
SL050,34081313019,9,128,580
SL050,34081313019,6,128,270
SL050,34081313019,1,128,310
SL050,34081313018,9,128,60
SL050,34081313018,6,128,28
SL050,34081313018,1,128,32
SL050,34081313017,9,228,22
SL050,34081313017,6,128,10
SL050,34081313017,1,228,13
SL050,34081313016,9,128,14
SL050,34081313016,6,128,6
SL050,34081313016,1,128,8
SL050,34081313015,9,343,32
SL050,34081313015,6,343,21
SL050,34081313015,1,128,13
SL050,34081313014,9,128,10
SL050,34081313014,6,128,4
SL050,34081313014,1,128,6
SL050,34081313013,9,228,118
SL050,34081313013,6,128,51
SL050,34081313013,1,228,70
SL050,34081313012,9,128,1
SL050,34081313012,6,128,1
SL050,34081313011,9,220,47
SL050,34081313011,6,220,17
SL050,34081313011,1,220,30
SL050,34081313010,9,128,6
SL050,34081313010,6,128,3
SL050,34081313010,1,128,3
SL050,34081313009,9,128,72
SL050,34081313009,6,128,31
SL050,34081313009,1,128,41
SL050,34081313008,9,228,11
SL050,34081313008,6,228,4
SL050,34081313008,1,228,7
SL050,34081313007,9,128,10
SL050,34081313007,6,128,5
SL050,34081313007,1,128,5
SL050,34081313006,9,128,15
SL050,34081313006,6,128,6
SL050,34081313006,1,128,9
SL050,34081313005,9,128,947
SL050,34081313005,6,128,486
SL050,34081313005,1,128,461
SL050,34081313004,9,128,38
SL050,34081313004,6,128,19
SL050,34081313004,1,128,19
SL050,34081313003,9,132,4
SL050,34081313003,6,132,2
SL050,34081313003,1,132,2
SL050,34081313002,9,128,20
SL050,34081313002,6,128,13
SL050,34081313002,1,128,7
SL050,34081313001,9,128,14
SL050,34081313001,6,128,9
SL050,34081313001,1,104,7
SL050,34080202901,9,228,36
SL050,34080202901,6,228,14
SL050,34080202901,1,228,22
SL050,34080202086,9,128,5
SL050,34080202086,6,110,3
SL050,34080202086,1,103,2
SL050,34080202085,9,128,3
SL050,34080202085,6,128,2
SL050,34080202085,1,128,1
SL050,34080202084,9,121,5
SL050,34080202084,6,121,3
SL050,34080202084,1,121,2
SL050,34080202083,9,128,1
SL050,34080202083,1,128,1
SL050,34080202082,9,122,1
SL050,34080202082,6,122,1
SL050,34080202082,1,341,1
SL050,34080202081,9,128,1034
SL050,34080202081,6,128,486
SL050,34080202081,1,128,548
SL050,34080202080,9,128,14
SL050,34080202080,6,128,7
SL050,34080202080,1,228,11
SL050,34080202079,9,128,382
SL050,34080202079,6,128,199
SL050,34080202079,1,128,183
SL050,34080202078,9,128,34
SL050,34080202078,6,128,18
SL050,34080202078,1,128,16
SL050,34080202077,9,110,1
SL050,34080202077,6,110,1
SL050,34080202076,9,228,1
SL050,34080202076,6,228,1
SL050,34080202075,9,228,49
SL050,34080202075,6,228,18
SL050,34080202075,1,228,31
SL050,34080202074,9,228,518
SL050,34080202074,6,228,202
SL050,34080202074,1,228,316
SL050,34080202073,9,135,102
SL050,34080202073,6,128,49
SL050,34080202073,1,135,62
SL050,34080202072,9,104,32
SL050,34080202072,6,104,14
SL050,34080202072,1,104,18
SL050,34080202071,9,228,27
SL050,34080202071,6,228,11
SL050,34080202071,1,228,16
SL050,34080202070,9,128,33
SL050,34080202070,6,128,13
SL050,34080202070,1,128,20
SL050,34080202069,9,128,782
SL050,34080202069,6,128,375
SL050,34080202069,1,128,407
SL050,34080202068,9,347,3
SL050,34080202068,6,347,2
SL050,34080202068,1,341,1
SL050,34080202067,9,125,7
SL050,34080202067,6,121,3
SL050,34080202067,1,125,4
SL050,34080202066,9,128,4
SL050,34080202066,6,128,2
SL050,34080202066,1,128,2
SL050,34080202065,9,347,1
SL050,34080202065,6,347,1
SL050,34080202064,9,110,6
SL050,34080202064,6,110,2
SL050,34080202064,1,110,4
SL050,34080202063,9,110,24
SL050,34080202063,6,110,11
SL050,34080202063,1,110,13
SL050,34080202062,9,128,6
SL050,34080202062,6,128,2
SL050,34080202062,1,128,4
SL050,34080202061,9,228,12
SL050,34080202061,6,228,6
SL050,34080202061,1,228,6
SL050,34080202060,9,128,6
SL050,34080202060,6,128,3
SL050,34080202060,1,128,3
SL050,34080202059,9,228,2
SL050,34080202059,6,110,1
SL050,34080202059,1,228,2
SL050,34080202058,9,128,3
SL050,34080202058,6,341,3
SL050,34080202058,1,121,1
SL050,34080202057,9,128,37
SL050,34080202057,6,128,22
SL050,34080202057,1,128,15
SL050,34080202056,9,104,32
SL050,34080202056,6,104,15
SL050,34080202056,1,110,18
SL050,34080202055,9,228,4
SL050,34080202055,6,228,2
SL050,34080202055,1,228,2
SL050,34080202054,9,128,76
SL050,34080202054,6,128,32
SL050,34080202054,1,128,44
SL050,34080202053,9,128,20
SL050,34080202053,6,128,10
SL050,34080202053,1,128,10
SL050,34080202052,9,128,10
SL050,34080202052,6,128,4
SL050,34080202052,1,128,6
SL050,34080202051,9,345,73
SL050,34080202051,6,345,29
SL050,34080202051,1,345,44
SL050,34080202050,9,347,1
SL050,34080202050,6,347,1
SL050,34080202049,9,110,6
SL050,34080202049,6,110,4
SL050,34080202049,1,125,3
SL050,34080202048,9,128,99
SL050,34080202048,6,128,34
SL050,34080202048,1,128,65
SL050,34080202046,9,228,27
SL050,34080202046,6,228,10
SL050,34080202046,1,228,17
SL050,34080202045,9,128,166
SL050,34080202045,6,128,74
SL050,34080202045,1,128,92
SL050,34080202044,9,110,17
SL050,34080202044,6,110,12
SL050,34080202044,1,110,5
SL050,34080202043,9,128,28
SL050,34080202043,6,128,11
SL050,34080202043,1,128,17
SL050,34080202042,9,319,4
SL050,34080202042,6,319,4
SL050,34080202042,1,323,2
SL050,34080202041,9,326,2
SL050,34080202041,6,132,1
SL050,34080202041,1,110,1
SL050,34080202040,9,228,14
SL050,34080202040,6,228,8
SL050,34080202040,1,228,6
SL050,34080202039,9,128,16
SL050,34080202039,6,128,10
SL050,34080202039,1,228,8
SL050,34080202038,9,128,34
SL050,34080202038,6,128,14
SL050,34080202038,1,128,20
SL050,34080202037,9,341,926
SL050,34080202037,6,341,480
SL050,34080202037,1,228,523
SL050,34080202036,9,228,6
SL050,34080202036,6,110,1
SL050,34080202036,1,228,5
SL050,34080202035,9,128,51
SL050,34080202035,6,128,28
SL050,34080202035,1,128,23
SL050,34080202034,9,128,149
SL050,34080202034,6,128,72
SL050,34080202034,1,128,77
SL050,34080202033,9,228,119
SL050,34080202033,6,228,41
SL050,34080202033,1,228,78
SL050,34080202032,9,128,10
SL050,34080202032,6,110,5
SL050,34080202032,1,128,5
SL050,34080202031,9,341,13
SL050,34080202031,6,228,8
SL050,34080202031,1,341,5
SL050,34080202030,9,128,14
SL050,34080202030,6,128,11
SL050,34080202030,1,228,6
SL050,34080202029,9,128,83
SL050,34080202029,6,128,39
SL050,34080202029,1,128,44
SL050,34080202028,9,128,1
SL050,34080202028,6,128,1
SL050,34080202027,9,345,6
SL050,34080202027,6,345,3
SL050,34080202027,1,345,3
SL050,34080202026,9,128,125
SL050,34080202026,6,128,69
SL050,34080202026,1,128,56
SL050,34080202025,9,228,319
SL050,34080202025,6,228,134
SL050,34080202025,1,228,185
SL050,34080202024,9,128,163
SL050,34080202024,6,128,77
SL050,34080202024,1,128,86
SL050,34080202023,9,128,16
SL050,34080202023,6,128,5
SL050,34080202023,1,128,11
SL050,34080202022,9,347,4
SL050,34080202022,6,347,3
SL050,34080202022,1,128,2
SL050,34080202021,9,228,80
SL050,34080202021,6,228,33
SL050,34080202021,1,228,47
SL050,34080202020,9,128,23
SL050,34080202020,6,128,7
SL050,34080202020,1,128,16
SL050,34080202019,9,128,30
SL050,34080202019,6,128,16
SL050,34080202019,1,128,14
SL050,34080202018,9,228,101
SL050,34080202018,6,228,40
SL050,34080202018,1,228,61
SL050,34080202017,9,228,8
SL050,34080202017,6,110,3
SL050,34080202017,1,228,5
SL050,34080202016,9,315,3
SL050,34080202016,6,110,2
SL050,34080202016,1,315,2
SL050,34080202015,9,128,82
SL050,34080202015,6,128,43
SL050,34080202015,1,128,39
SL050,34080202014,9,347,7
SL050,34080202014,6,347,4
SL050,34080202014,1,347,3
SL050,34080202013,9,128,10
SL050,34080202013,6,128,4
SL050,34080202013,1,128,6
SL050,34080202012,9,128,94
SL050,34080202012,6,128,44
SL050,34080202012,1,128,50
SL050,34080202011,9,110,16
SL050,34080202011,6,110,7
SL050,34080202011,1,110,9
SL050,34080202010,9,128,65
SL050,34080202010,6,128,27
SL050,34080202010,1,128,38
SL050,34080202009,9,345,183
SL050,34080202009,6,345,93
SL050,34080202009,1,345,90
SL050,34080202008,9,128,19
SL050,34080202008,6,128,5
SL050,34080202008,1,128,14
SL050,34080202007,9,128,43
SL050,34080202007,6,128,17
SL050,34080202007,1,128,26
SL050,34080202006,9,228,6
SL050,34080202006,6,228,3
SL050,34080202006,1,110,3
SL050,34080202005,9,128,33
SL050,34080202005,6,128,18
SL050,34080202005,1,128,15
SL050,34080202004,9,343,11
SL050,34080202004,6,343,6
SL050,34080202004,1,343,5
SL050,34080202003,9,343,1724
SL050,34080202003,6,343,1051
SL050,34080202003,1,228,693
SL050,34080202002,9,128,36
SL050,34080202002,6,128,17
SL050,34080202002,1,128,19
SL050,34080202001,9,128,35
SL050,34080202001,6,128,14
SL050,34080202001,1,128,21
SL050,34074949275,9,326,378
SL050,34074949275,6,326,258
SL050,34074949275,1,123,154
SL050,34074949273,9,123,3
SL050,34074949273,6,123,3
SL050,34074949273,1,132,1
SL050,34074949271,9,228,2
SL050,34074949271,6,228,1
SL050,34074949271,1,228,1
SL050,34074949270,9,128,5
SL050,34074949270,6,128,2
SL050,34074949270,1,128,3
SL050,34074949269,9,123,4
SL050,34074949269,6,123,2
SL050,34074949269,1,123,2
SL050,34074949268,9,104,4
SL050,34074949268,6,104,1
SL050,34074949268,1,104,3
SL050,34074949267,9,319,1
SL050,34074949267,1,319,1
SL050,34074949266,9,348,4
SL050,34074949266,6,110,2
SL050,34074949266,1,348,3
SL050,34074949265,9,123,3
SL050,34074949265,6,123,2
SL050,34074949265,1,123,1
SL050,34074949264,9,123,3
SL050,34074949264,6,123,2
SL050,34074949264,1,115,1
SL050,34074949263,9,110,1
SL050,34074949263,1,110,1
SL050,34074949262,9,303,7
SL050,34074949262,6,144,4
SL050,34074949262,1,303,3
SL050,34074949261,9,123,12
SL050,34074949261,6,123,5
SL050,34074949261,1,123,7
SL050,34074949260,9,104,23
SL050,34074949260,6,104,12
SL050,34074949260,1,228,12
SL050,34074949259,9,123,4
SL050,34074949259,6,123,1
SL050,34074949259,1,123,3
SL050,34074949258,9,210,1
SL050,34074949258,6,351,1
SL050,34074949258,1,210,1
SL050,34074949257,9,342,5
SL050,34074949257,6,342,4
SL050,34074949257,1,110,2
SL050,34074949256,9,104,6
SL050,34074949256,6,104,3
SL050,34074949256,1,104,3
SL050,34074949255,9,351,2
SL050,34074949255,6,351,2
SL050,34074949255,1,110,1
SL050,34074949252,9,104,3
SL050,34074949252,6,104,2
SL050,34074949252,1,104,1
SL050,34074949250,9,104,107
SL050,34074949250,6,104,48
SL050,34074949250,1,104,59
SL050,34074949249,9,123,6
SL050,34074949249,6,123,2
SL050,34074949249,1,123,4
SL050,34074949248,9,128,27
SL050,34074949248,6,128,14
SL050,34074949248,1,128,13
SL050,34074949247,9,126,4
SL050,34074949247,6,315,2
SL050,34074949247,1,126,3
SL050,34074949245,9,128,3
SL050,34074949245,6,110,1
SL050,34074949245,1,128,2
SL050,34074949244,9,104,2
SL050,34074949244,6,104,1
SL050,34074949244,1,104,1
SL050,34074949243,9,126,2
SL050,34074949243,6,126,2
SL050,34074949243,1,344,1
SL050,34074949242,9,228,5
SL050,34074949242,6,228,2
SL050,34074949242,1,228,3
SL050,34074949241,9,228,4
SL050,34074949241,6,132,2
SL050,34074949241,1,228,2
SL050,34074949240,9,123,2
SL050,34074949240,6,123,2
SL050,34074949239,9,123,3
SL050,34074949239,6,123,2
SL050,34074949239,1,228,2
SL050,34074949238,9,102,2
SL050,34074949238,6,102,1
SL050,34074949238,1,102,1
SL050,34074949237,9,116,1
SL050,34074949237,6,116,1
SL050,34074949236,9,228,3
SL050,34074949236,6,110,1
SL050,34074949236,1,228,2
SL050,34074949235,9,110,2
SL050,34074949235,6,110,2
SL050,34074949235,1,126,2
SL050,34074949234,9,128,14
SL050,34074949234,6,128,8
SL050,34074949234,1,128,6
SL050,34074949233,9,341,1
SL050,34074949233,6,341,1
SL050,34074949232,9,228,7
SL050,34074949232,6,340,2
SL050,34074949232,1,228,6
SL050,34074949231,9,123,3
SL050,34074949231,6,321,2
SL050,34074949231,1,123,2
SL050,34074949229,9,123,1
SL050,34074949229,6,344,1
SL050,34074949229,1,123,1
SL050,34074949227,9,315,3
SL050,34074949227,6,104,1
SL050,34074949227,1,315,2
SL050,34074949226,9,104,1
SL050,34074949226,6,104,1
SL050,34074949226,1,110,1
SL050,34074949225,9,110,2
SL050,34074949225,6,110,2
SL050,34074949224,9,123,3
SL050,34074949224,6,123,3
SL050,34074949224,1,132,2
SL050,34074949223,9,123,91
SL050,34074949223,6,123,25
SL050,34074949223,1,123,66
SL050,34074949222,9,104,8
SL050,34074949222,6,104,3
SL050,34074949222,1,104,5
SL050,34074949221,9,123,10
SL050,34074949221,6,123,4
SL050,34074949221,1,123,6
SL050,34074949220,9,123,4
SL050,34074949220,6,110,1
SL050,34074949220,1,123,3
SL050,34074949219,9,128,120
SL050,34074949219,6,128,55
SL050,34074949219,1,128,65
SL050,34074949216,9,340,2
SL050,34074949216,6,340,1
SL050,34074949216,1,110,1
SL050,34074949214,9,104,8
SL050,34074949214,6,104,4
SL050,34074949214,1,104,4
SL050,34074949210,9,123,6
SL050,34074949210,6,123,4
SL050,34074949210,1,104,2
SL050,34074949209,9,123,9
SL050,34074949209,6,123,5
SL050,34074949209,1,123,4
SL050,34074949208,9,302,4
SL050,34074949208,6,126,1
SL050,34074949208,1,302,3
SL050,34074949207,9,342,9
SL050,34074949207,6,342,4
SL050,34074949207,1,342,5
SL050,34074949206,9,104,32
SL050,34074949206,6,104,13
SL050,34074949206,1,104,19
SL050,34074949205,9,315,2
SL050,34074949205,6,315,1
SL050,34074949205,1,126,1
SL050,34074949204,9,110,1
SL050,34074949204,6,110,1
SL050,34074949203,9,110,1
SL050,34074949203,6,110,1
SL050,34074949203,1,126,1
SL050,34074949202,9,126,2
SL050,34074949202,6,110,1
SL050,34074949202,1,126,2
SL050,34074949201,9,126,2
SL050,34074949201,6,126,2
SL050,34074949201,1,132,1
SL050,34074949200,9,104,20
SL050,34074949200,6,104,8
SL050,34074949200,1,104,12
SL050,34074949199,9,154,3
SL050,34074949199,6,154,3
SL050,34074949197,9,350,1
SL050,34074949197,6,350,1
SL050,34074949194,9,126,3
SL050,34074949194,6,126,2
SL050,34074949194,1,104,1
SL050,34074949193,9,110,9
SL050,34074949193,6,110,4
SL050,34074949193,1,110,5
SL050,34074949192,9,104,4
SL050,34074949192,6,104,2
SL050,34074949192,1,104,2
SL050,34074949191,9,104,7
SL050,34074949191,6,104,5
SL050,34074949191,1,104,2
SL050,34074949190,9,128,2
SL050,34074949190,6,128,1
SL050,34074949190,1,128,1
SL050,34074949189,9,123,5
SL050,34074949189,6,123,2
SL050,34074949189,1,123,3
SL050,34074949188,9,228,8
SL050,34074949188,6,326,3
SL050,34074949188,1,228,7
SL050,34074949187,9,104,7
SL050,34074949187,6,104,3
SL050,34074949187,1,104,4
SL050,34074949186,9,103,1
SL050,34074949186,1,103,1
SL050,34074949185,9,104,11
SL050,34074949185,6,104,7
SL050,34074949185,1,104,4
SL050,34074949184,9,126,3
SL050,34074949184,6,126,2
SL050,34074949184,1,126,1
SL050,34074949183,9,123,1
SL050,34074949183,1,123,1
SL050,34074949181,9,123,2
SL050,34074949181,6,123,2
SL050,34074949181,1,115,1
SL050,34074949180,9,122,1
SL050,34074949180,6,122,1
SL050,34074949179,9,123,13
SL050,34074949179,6,123,5
SL050,34074949179,1,123,8
SL050,34074949178,9,123,13
SL050,34074949178,6,126,5
SL050,34074949178,1,123,9
SL050,34074949177,9,126,4
SL050,34074949177,6,126,3
SL050,34074949177,1,236,2
SL050,34074949176,9,104,2
SL050,34074949176,6,104,2
SL050,34074949176,1,350,1
SL050,34074949175,9,228,22
SL050,34074949175,6,228,8
SL050,34074949175,1,228,14
SL050,34074949174,9,123,14
SL050,34074949174,6,123,8
SL050,34074949174,1,123,6
SL050,34074949173,9,110,4
SL050,34074949173,6,110,2
SL050,34074949173,1,110,2
SL050,34074949172,9,123,6
SL050,34074949172,6,123,3
SL050,34074949172,1,123,3
SL050,34074949171,9,104,5
SL050,34074949171,6,128,4
SL050,34074949171,1,104,3
SL050,34074949170,9,123,4
SL050,34074949170,6,123,2
SL050,34074949170,1,123,2
SL050,34074949169,9,342,2
SL050,34074949169,6,342,2
SL050,34074949168,9,104,5
SL050,34074949168,6,104,3
SL050,34074949168,1,104,2
SL050,34074949167,9,343,3
SL050,34074949167,6,343,2
SL050,34074949167,1,128,1
SL050,34074949166,9,123,36
SL050,34074949166,6,123,19
SL050,34074949166,1,123,17
SL050,34074949164,9,343,5
SL050,34074949164,6,324,4
SL050,34074949164,1,110,2
SL050,34074949163,9,315,2
SL050,34074949163,6,132,1
SL050,34074949163,1,128,1
SL050,34074949159,9,343,4
SL050,34074949159,6,343,2
SL050,34074949159,1,123,2
SL050,34074949158,9,128,7
SL050,34074949158,6,128,4
SL050,34074949158,1,128,3
SL050,34074949156,9,135,1
SL050,34074949156,6,135,1
SL050,34074949155,9,128,2
SL050,34074949155,6,128,2
SL050,34074949154,9,344,2
SL050,34074949154,6,344,1
SL050,34074949154,1,344,1
SL050,34074949153,9,115,1
SL050,34074949153,6,138,1
SL050,34074949153,1,115,1
SL050,34074949152,9,348,10
SL050,34074949152,6,348,7
SL050,34074949152,1,348,3
SL050,34074949151,9,123,7
SL050,34074949151,6,123,5
SL050,34074949151,1,104,2
SL050,34074949150,9,110,2
SL050,34074949150,6,110,2
SL050,34074949149,9,104,4
SL050,34074949149,6,104,2
SL050,34074949149,1,104,2
SL050,34074949148,9,104,2
SL050,34074949148,6,123,2
SL050,34074949148,1,104,1
SL050,34074949147,9,128,5
SL050,34074949147,6,128,4
SL050,34074949147,1,123,2
SL050,34074949146,9,110,2
SL050,34074949146,6,110,1
SL050,34074949146,1,213,2
SL050,34074949145,9,123,13
SL050,34074949145,6,123,5
SL050,34074949145,1,123,8
SL050,34074949143,9,123,8
SL050,34074949143,6,123,7
SL050,34074949143,1,348,2
SL050,34074949142,9,126,1
SL050,34074949142,6,228,1
SL050,34074949142,1,126,1
SL050,34074949141,9,121,1
SL050,34074949141,6,121,1
SL050,34074949141,1,126,1
SL050,34074949139,9,123,2
SL050,34074949139,6,123,2
SL050,34074949139,1,110,1
SL050,34074949138,9,123,1
SL050,34074949138,6,123,1
SL050,34074949138,1,126,1
SL050,34074949137,9,104,3
SL050,34074949137,6,104,1
SL050,34074949137,1,104,2
SL050,34074949136,9,123,9
SL050,34074949136,6,123,4
SL050,34074949136,1,123,5
SL050,34074949135,9,351,3
SL050,34074949135,6,104,1
SL050,34074949135,1,351,2
SL050,34074949134,9,110,3
SL050,34074949134,6,110,2
SL050,34074949134,1,104,1
SL050,34074949133,9,228,4
SL050,34074949133,6,128,2
SL050,34074949133,1,228,3
SL050,34074949132,9,110,2
SL050,34074949132,6,128,1
SL050,34074949132,1,110,2
SL050,34074949131,9,123,7
SL050,34074949131,6,123,6
SL050,34074949131,1,123,1
SL050,34074949130,9,121,1
SL050,34074949130,6,121,1
SL050,34074949129,9,128,76
SL050,34074949129,6,128,38
SL050,34074949129,1,128,38
SL050,34074949128,9,132,7
SL050,34074949128,6,132,3
SL050,34074949128,1,132,4
SL050,34074949127,9,126,26
SL050,34074949127,6,126,12
SL050,34074949127,1,126,14
SL050,34074949126,9,110,2
SL050,34074949126,6,110,2
SL050,34074949126,1,126,1
SL050,34074949125,9,123,14
SL050,34074949125,6,123,8
SL050,34074949125,1,123,6
SL050,34074949124,9,123,2
SL050,34074949124,6,123,2
SL050,34074949123,9,126,7
SL050,34074949123,6,342,5
SL050,34074949123,1,126,5
SL050,34074949122,9,348,6
SL050,34074949122,6,126,5
SL050,34074949122,1,343,2
SL050,34074949121,9,110,9
SL050,34074949121,6,110,7
SL050,34074949121,1,228,3
SL050,34074949120,9,123,4
SL050,34074949120,6,123,3
SL050,34074949120,1,104,1
SL050,34074949119,9,104,4
SL050,34074949119,6,104,2
SL050,34074949119,1,104,2
SL050,34074949118,9,343,5
SL050,34074949118,6,343,2
SL050,34074949118,1,343,3
SL050,34074949117,9,126,4
SL050,34074949117,6,126,3
SL050,34074949117,1,110,2
SL050,34074949116,9,121,2
SL050,34074949116,6,110,1
SL050,34074949116,1,121,2
SL050,34074949115,9,139,2
SL050,34074949115,6,139,1
SL050,34074949115,1,228,2
SL050,34074949113,9,123,1
SL050,34074949113,6,123,1
SL050,34074949113,1,228,1
SL050,34074949112,9,110,4
SL050,34074949112,6,123,1
SL050,34074949112,1,110,4
SL050,34074949111,9,126,1
SL050,34074949111,6,126,1
SL050,34074949110,9,123,3
SL050,34074949110,6,326,3
SL050,34074949110,1,123,3
SL050,34074949109,9,123,8
SL050,34074949109,6,123,4
SL050,34074949109,1,123,4
SL050,34074949108,9,104,2
SL050,34074949108,6,104,1
SL050,34074949108,1,104,1
SL050,34074949107,9,228,5
SL050,34074949107,6,228,3
SL050,34074949107,1,228,2
SL050,34074949104,9,132,3
SL050,34074949104,6,123,1
SL050,34074949104,1,132,2
SL050,34074949103,9,128,6
SL050,34074949103,6,128,3
SL050,34074949103,1,128,3
SL050,34074949102,9,104,5
SL050,34074949102,6,104,3
SL050,34074949102,1,104,2
SL050,34074949100,9,326,6
SL050,34074949100,6,122,1
SL050,34074949100,1,326,5
SL050,34074949099,9,315,1
