SUMLEV,Geo,sexo,PAISNAC,pob
SL050,34101212107,6,303,4
SL050,34101212107,1,340,3
SL050,34101212106,9,228,40
SL050,34101212106,6,228,17
SL050,34101212106,1,228,23
SL050,34101212105,9,128,57
SL050,34101212105,6,128,30
SL050,34101212105,1,128,27
SL050,34101212104,9,128,238
SL050,34101212104,6,128,131
SL050,34101212104,1,128,107
SL050,34101212103,9,110,3
SL050,34101212103,6,110,3
SL050,34101212103,1,128,1
SL050,34101212102,9,228,67
SL050,34101212102,6,128,31
SL050,34101212102,1,228,37
SL050,34101212101,9,128,22
SL050,34101212101,6,128,11
SL050,34101212101,1,128,11
SL050,34101212100,9,128,170
SL050,34101212100,6,128,82
SL050,34101212100,1,128,88
SL050,34101212099,9,128,63
SL050,34101212099,6,125,31
SL050,34101212099,1,128,35
SL050,34101212098,9,128,44
SL050,34101212098,6,128,22
SL050,34101212098,1,128,22
SL050,34101212097,9,110,1
SL050,34101212097,6,110,1
SL050,34101212096,9,128,55
SL050,34101212096,6,128,27
SL050,34101212096,1,128,28
SL050,34101212095,9,128,32
SL050,34101212095,6,128,13
SL050,34101212095,1,128,19
SL050,34101212094,9,128,43
SL050,34101212094,6,128,23
SL050,34101212094,1,128,20
SL050,34101212093,9,126,6
SL050,34101212093,6,126,3
SL050,34101212093,1,126,3
SL050,34101212092,9,128,6
SL050,34101212092,6,128,3
SL050,34101212092,1,128,3
SL050,34101212091,9,128,7
SL050,34101212091,6,128,5
SL050,34101212091,1,128,2
SL050,34101212090,9,128,2
SL050,34101212090,6,128,1
SL050,34101212090,1,128,1
SL050,34101212089,9,228,404
SL050,34101212089,6,228,178
SL050,34101212089,1,228,226
SL050,34101212085,9,128,711
SL050,34101212085,6,128,395
SL050,34101212085,1,228,325
SL050,34101212084,9,128,1267
SL050,34101212084,6,128,667
SL050,34101212084,1,128,600
SL050,34101212083,9,128,10
SL050,34101212083,6,128,4
SL050,34101212083,1,128,6
SL050,34101212082,9,128,492
SL050,34101212082,6,128,269
SL050,34101212082,1,128,223
SL050,34101212081,9,128,10
SL050,34101212081,6,128,4
SL050,34101212081,1,110,7
SL050,34101212080,9,128,201
SL050,34101212080,6,128,108
SL050,34101212080,1,128,93
SL050,34101212079,9,128,76
SL050,34101212079,6,128,36
SL050,34101212079,1,128,40
SL050,34101212078,9,110,4
SL050,34101212078,6,110,3
SL050,34101212078,1,110,1
SL050,34101212077,9,128,195
SL050,34101212077,6,128,107
SL050,34101212077,1,228,93
SL050,34101212076,9,351,2
SL050,34101212076,6,351,2
SL050,34101212076,1,123,1
SL050,34101212075,9,128,11
SL050,34101212075,6,128,6
SL050,34101212075,1,128,5
SL050,34101212074,9,128,25
SL050,34101212074,6,128,16
SL050,34101212074,1,128,9
SL050,34101212073,9,128,6
SL050,34101212073,6,128,3
SL050,34101212073,1,128,3
SL050,34101212072,9,128,45
SL050,34101212072,6,128,24
SL050,34101212072,1,128,21
SL050,34101212071,9,128,49
SL050,34101212071,6,128,27
SL050,34101212071,1,128,22
SL050,34101212070,9,228,50
SL050,34101212070,6,228,22
SL050,34101212070,1,228,28
SL050,34101212069,9,143,3
SL050,34101212069,1,143,3
SL050,34101212068,9,228,1
SL050,34101212068,1,228,1
SL050,34101212067,9,128,15
SL050,34101212067,6,128,7
SL050,34101212067,1,128,8
SL050,34101212065,9,110,3
SL050,34101212065,6,110,2
SL050,34101212065,1,110,1
SL050,34101212064,9,128,3
SL050,34101212064,6,128,3
SL050,34101212064,1,110,1
SL050,34101212063,9,115,1
SL050,34101212063,6,125,1
SL050,34101212063,1,115,1
SL050,34101212061,9,128,13
SL050,34101212061,6,128,7
SL050,34101212061,1,128,6
SL050,34101212060,9,128,7
SL050,34101212060,6,128,4
SL050,34101212060,1,128,3
SL050,34101212059,9,128,10
SL050,34101212059,6,128,7
SL050,34101212059,1,128,3
SL050,34101212058,9,128,1
SL050,34101212058,6,128,1
SL050,34101212058,1,132,1
SL050,34101212057,9,228,36
SL050,34101212057,6,228,13
SL050,34101212057,1,228,23
SL050,34101212056,9,126,4
SL050,34101212056,6,126,2
SL050,34101212056,1,126,2
SL050,34101212055,9,110,2
SL050,34101212055,6,110,1
SL050,34101212055,1,110,1
SL050,34101212053,9,128,67
SL050,34101212053,6,128,38
SL050,34101212053,1,128,29
SL050,34101212052,9,128,62
SL050,34101212052,6,128,32
SL050,34101212052,1,128,30
SL050,34101212051,9,125,7
SL050,34101212051,6,128,5
SL050,34101212051,1,125,3
SL050,34101212050,9,128,156
SL050,34101212050,6,128,74
SL050,34101212050,1,128,82
SL050,34101212049,9,110,6
SL050,34101212049,6,110,2
SL050,34101212049,1,110,4
SL050,34101212048,9,128,10
SL050,34101212048,6,128,5
SL050,34101212048,1,128,5
SL050,34101212046,9,128,15
SL050,34101212046,6,128,6
SL050,34101212046,1,128,9
SL050,34101212045,9,128,16
SL050,34101212045,6,128,11
SL050,34101212045,1,128,5
SL050,34101212044,9,126,26
SL050,34101212044,6,126,13
SL050,34101212044,1,126,13
SL050,34101212043,9,348,15
SL050,34101212043,6,348,11
SL050,34101212043,1,348,4
SL050,34101212042,9,128,59
SL050,34101212042,6,128,28
SL050,34101212042,1,128,31
SL050,34101212041,9,128,2
SL050,34101212041,6,110,1
SL050,34101212041,1,128,1
SL050,34101212040,9,128,14059
SL050,34101212040,6,128,7483
SL050,34101212040,1,128,6576
SL050,34101212039,9,128,15
SL050,34101212039,6,128,8
SL050,34101212039,1,228,8
SL050,34101212038,9,110,1
SL050,34101212038,6,110,1
SL050,34101212036,9,128,39
SL050,34101212036,6,128,18
SL050,34101212036,1,128,21
SL050,34101212034,9,228,69
SL050,34101212034,6,126,29
SL050,34101212034,1,228,42
SL050,34101212033,9,128,286
SL050,34101212033,6,128,138
SL050,34101212033,1,128,148
SL050,34101212032,9,128,2228
SL050,34101212032,6,128,1155
SL050,34101212032,1,128,1073
SL050,34101212031,9,128,181
SL050,34101212031,6,128,97
SL050,34101212031,1,128,84
SL050,34101212029,9,128,85
SL050,34101212029,6,128,47
SL050,34101212029,1,228,41
SL050,34101212028,9,128,1021
SL050,34101212028,6,128,567
SL050,34101212028,1,128,454
SL050,34101212027,9,228,2386
SL050,34101212027,6,228,975
SL050,34101212027,1,228,1411
SL050,34101212026,9,128,57
SL050,34101212026,6,128,24
SL050,34101212026,1,128,33
SL050,34101212025,9,125,8
SL050,34101212025,6,125,3
SL050,34101212025,1,125,5
SL050,34101212024,9,343,2
SL050,34101212024,6,343,2
SL050,34101212024,1,128,1
SL050,34101212022,9,128,9
SL050,34101212022,6,128,5
SL050,34101212022,1,128,4
SL050,34101212021,9,128,292
SL050,34101212021,6,128,157
SL050,34101212021,1,128,135
SL050,34101212020,9,128,9
SL050,34101212020,6,128,4
SL050,34101212020,1,128,5
SL050,34101212018,9,128,5
SL050,34101212018,6,128,3
SL050,34101212018,1,110,2
SL050,34101212017,9,128,1
SL050,34101212017,6,128,1
SL050,34101212016,9,228,31
SL050,34101212016,6,228,14
SL050,34101212016,1,228,17
SL050,34101212015,9,237,4
SL050,34101212015,6,237,3
SL050,34101212015,1,144,1
SL050,34101212014,9,128,3
SL050,34101212014,6,128,2
SL050,34101212014,1,128,1
SL050,34101212013,9,128,2
SL050,34101212013,6,137,2
SL050,34101212013,1,128,1
SL050,34101212012,9,228,141
SL050,34101212012,6,128,58
SL050,34101212012,1,228,87
SL050,34101212011,9,128,207
SL050,34101212011,6,128,101
SL050,34101212011,1,128,106
SL050,34101212010,9,341,3
SL050,34101212010,6,341,3
SL050,34101212010,1,110,1
SL050,34101212009,9,128,1958
SL050,34101212009,6,128,1009
SL050,34101212009,1,128,949
SL050,34101212008,9,128,14
SL050,34101212008,6,128,9
SL050,34101212008,1,128,5
SL050,34101212007,9,128,13
SL050,34101212007,6,128,7
SL050,34101212007,1,128,6
SL050,34101212006,9,340,4
SL050,34101212006,6,340,2
SL050,34101212006,1,128,2
SL050,34101212005,9,128,266
SL050,34101212005,6,128,153
SL050,34101212005,1,228,122
SL050,34101212004,9,228,669
SL050,34101212004,6,228,254
SL050,34101212004,1,228,415
SL050,34101212003,9,228,65
SL050,34101212003,6,128,34
SL050,34101212003,1,228,37
SL050,34101212002,9,128,4
SL050,34101212002,6,126,2
SL050,34101212002,1,128,2
SL050,34101212001,9,128,63
SL050,34101212001,6,128,39
SL050,34101212001,1,128,24
SL050,34100303904,9,128,45
SL050,34100303904,6,128,33
SL050,34100303904,1,228,19
SL050,34100303903,9,125,893
SL050,34100303903,6,125,464
SL050,34100303903,1,125,429
SL050,34100303902,9,125,2633
SL050,34100303902,6,125,1356
SL050,34100303902,1,125,1277
SL050,34100303901,9,126,507
SL050,34100303901,6,126,266
SL050,34100303901,1,126,241
SL050,34100303140,9,228,656
SL050,34100303140,6,228,283
SL050,34100303140,1,228,373
SL050,34100303139,9,228,1008
SL050,34100303139,6,128,437
SL050,34100303139,1,228,600
SL050,34100303138,9,128,138
SL050,34100303138,6,128,68
SL050,34100303138,1,128,70
SL050,34100303137,9,125,43
SL050,34100303137,6,125,22
SL050,34100303137,1,125,21
SL050,34100303136,9,125,38
SL050,34100303136,6,125,20
SL050,34100303136,1,125,18
SL050,34100303135,9,110,8
SL050,34100303135,6,110,3
SL050,34100303135,1,110,5
SL050,34100303134,9,125,6
SL050,34100303134,6,110,2
SL050,34100303134,1,125,5
SL050,34100303133,9,125,4242
SL050,34100303133,6,154,2343
SL050,34100303133,1,125,2009
SL050,34100303132,9,126,21
SL050,34100303132,6,126,11
SL050,34100303132,1,126,10
SL050,34100303131,9,125,80
SL050,34100303131,6,125,39
SL050,34100303131,1,125,41
SL050,34100303130,9,125,7
SL050,34100303130,6,125,3
SL050,34100303130,1,125,4
SL050,34100303129,9,125,66
SL050,34100303129,6,125,33
SL050,34100303129,1,125,33
SL050,34100303128,9,125,1889
SL050,34100303128,6,125,959
SL050,34100303128,1,125,930
SL050,34100303127,9,125,71
SL050,34100303127,6,125,35
SL050,34100303127,1,125,36
SL050,34100303125,9,125,45
SL050,34100303125,6,125,19
SL050,34100303125,1,125,26
SL050,34100303124,9,125,25
SL050,34100303124,6,125,12
SL050,34100303124,1,125,13
SL050,34100303123,9,125,257
SL050,34100303123,6,125,120
SL050,34100303123,1,125,137
SL050,34100303122,9,343,509
SL050,34100303122,6,343,309
SL050,34100303122,1,228,259
SL050,34100303121,9,125,943
SL050,34100303121,6,125,466
SL050,34100303121,1,125,477
SL050,34100303120,9,125,1574
SL050,34100303120,6,125,797
SL050,34100303120,1,125,777
SL050,34100303119,9,340,511
SL050,34100303119,6,340,256
SL050,34100303119,1,340,255
SL050,34100303118,9,125,2877
SL050,34100303118,6,125,1474
SL050,34100303118,1,125,1403
SL050,34100303117,9,125,80
SL050,34100303117,6,125,40
SL050,34100303117,1,125,40
SL050,34100303116,9,125,108
SL050,34100303116,6,125,45
SL050,34100303116,1,125,63
SL050,34100303115,9,125,74
SL050,34100303115,6,125,36
SL050,34100303115,1,125,38
SL050,34100303114,9,125,253
SL050,34100303114,6,125,125
SL050,34100303114,1,125,128
SL050,34100303113,9,125,5518
SL050,34100303113,6,125,2792
SL050,34100303113,1,125,2726
SL050,34100303112,9,125,251
SL050,34100303112,6,125,119
SL050,34100303112,1,125,132
SL050,34100303111,9,228,418
SL050,34100303111,6,228,175
SL050,34100303111,1,228,243
SL050,34100303110,9,125,123
SL050,34100303110,6,125,61
SL050,34100303110,1,125,62
SL050,34100303109,9,228,335
SL050,34100303109,6,228,156
SL050,34100303109,1,228,179
SL050,34100303107,9,125,351
SL050,34100303107,6,125,175
SL050,34100303107,1,125,176
SL050,34100303106,9,125,31
SL050,34100303106,6,125,15
SL050,34100303106,1,125,16
SL050,34100303105,9,125,515
SL050,34100303105,6,125,259
SL050,34100303105,1,125,256
SL050,34100303104,9,343,423
SL050,34100303104,6,343,239
SL050,34100303104,1,343,184
SL050,34100303103,9,128,4
SL050,34100303103,6,341,3
SL050,34100303103,1,128,4
SL050,34100303102,9,125,439
SL050,34100303102,6,125,221
SL050,34100303102,1,125,218
SL050,34100303101,9,125,447
SL050,34100303101,6,125,207
SL050,34100303101,1,125,240
SL050,34100303100,9,125,201
SL050,34100303100,6,125,98
SL050,34100303100,1,125,103
SL050,34100303099,9,125,9028
SL050,34100303099,6,125,4624
SL050,34100303099,1,125,4404
SL050,34100303098,9,125,69
SL050,34100303098,6,125,34
SL050,34100303098,1,125,35
SL050,34100303097,9,125,578
SL050,34100303097,6,125,302
SL050,34100303097,1,125,276
SL050,34100303096,9,128,106
SL050,34100303096,6,128,49
SL050,34100303096,1,128,57
SL050,34100303095,9,228,223
SL050,34100303095,6,228,99
SL050,34100303095,1,228,124
SL050,34100303094,9,125,1276
SL050,34100303094,6,125,654
SL050,34100303094,1,125,622
SL050,34100303093,9,345,502
SL050,34100303093,6,345,236
SL050,34100303093,1,345,266
SL050,34100303092,9,228,529
SL050,34100303092,6,228,213
SL050,34100303092,1,228,316
SL050,34100303091,9,125,138
SL050,34100303091,6,125,71
SL050,34100303091,1,125,67
SL050,34100303090,9,110,380
SL050,34100303090,6,110,191
SL050,34100303090,1,110,189
SL050,34100303089,9,125,199
SL050,34100303089,6,125,104
SL050,34100303089,1,125,95
SL050,34100303088,9,203,169
SL050,34100303088,6,345,71
SL050,34100303088,1,203,159
SL050,34100303086,9,125,47
SL050,34100303086,6,125,20
SL050,34100303086,1,125,27
SL050,34100303085,9,125,454
SL050,34100303085,6,125,240
SL050,34100303085,1,125,214
SL050,34100303084,9,125,16
SL050,34100303084,6,125,7
SL050,34100303084,1,125,9
SL050,34100303083,9,228,101
SL050,34100303083,6,228,54
SL050,34100303083,1,228,47
SL050,34100303082,9,125,4314
SL050,34100303082,6,125,2240
SL050,34100303082,1,125,2074
SL050,34100303081,9,125,430
SL050,34100303081,6,125,220
SL050,34100303081,1,125,210
SL050,34100303080,9,125,191
SL050,34100303080,6,125,105
SL050,34100303080,1,125,86
SL050,34100303079,9,128,481
SL050,34100303079,6,345,235
SL050,34100303079,1,128,262
SL050,34100303078,9,125,380
SL050,34100303078,6,125,190
SL050,34100303078,1,125,190
SL050,34100303077,9,125,448
SL050,34100303077,6,125,212
SL050,34100303077,1,125,236
SL050,34100303076,9,125,968
SL050,34100303076,6,125,486
SL050,34100303076,1,125,482
SL050,34100303075,9,125,16
SL050,34100303075,6,125,7
SL050,34100303075,1,125,9
SL050,34100303074,9,228,180
SL050,34100303074,6,228,72
SL050,34100303074,1,228,108
SL050,34100303073,9,104,8
SL050,34100303073,6,104,4
SL050,34100303073,1,104,4
SL050,34100303072,9,125,28
SL050,34100303072,6,125,12
SL050,34100303072,1,125,16
SL050,34100303071,9,125,299
SL050,34100303071,6,125,153
SL050,34100303071,1,228,167
SL050,34100303070,9,125,694
SL050,34100303070,6,125,351
SL050,34100303070,1,125,343
SL050,34100303069,9,125,485
SL050,34100303069,6,125,257
SL050,34100303069,1,125,228
SL050,34100303068,9,125,3
SL050,34100303068,6,125,2
SL050,34100303068,1,125,1
SL050,34100303067,9,103,1
SL050,34100303067,6,128,1
SL050,34100303067,1,103,1
SL050,34100303066,9,343,1023
SL050,34100303066,6,343,566
SL050,34100303066,1,343,457
SL050,34100303065,9,228,4617
SL050,34100303065,6,228,2033
SL050,34100303065,1,228,2584
SL050,34100303064,9,228,500
SL050,34100303064,6,228,220
SL050,34100303064,1,228,280
SL050,34100303063,9,126,1047
SL050,34100303063,6,343,590
SL050,34100303063,1,126,499
SL050,34100303062,9,125,261
SL050,34100303062,6,125,123
SL050,34100303062,1,125,138
SL050,34100303061,9,125,231
SL050,34100303061,6,125,125
SL050,34100303061,1,125,106
SL050,34100303060,9,125,7
SL050,34100303060,6,125,3
SL050,34100303060,1,125,4
SL050,34100303059,9,228,1765
SL050,34100303059,6,228,739
SL050,34100303059,1,228,1026
SL050,34100303058,9,228,553
SL050,34100303058,6,228,271
SL050,34100303058,1,228,282
SL050,34100303057,9,125,9
SL050,34100303057,6,125,4
SL050,34100303057,1,125,5
SL050,34100303056,9,228,728
SL050,34100303056,6,228,264
SL050,34100303056,1,228,464
SL050,34100303055,9,125,824
SL050,34100303055,6,125,425
SL050,34100303055,1,125,399
SL050,34100303054,9,125,44
SL050,34100303054,6,125,15
SL050,34100303054,1,125,29
SL050,34100303053,9,125,392
SL050,34100303053,6,125,190
SL050,34100303053,1,125,202
SL050,34100303052,9,135,9
SL050,34100303052,6,228,6
SL050,34100303052,1,135,6
SL050,34100303051,9,104,15
SL050,34100303051,6,104,6
SL050,34100303051,1,104,9
SL050,34100303050,9,110,719
SL050,34100303050,6,110,389
SL050,34100303050,1,110,330
SL050,34100303049,9,228,2312
SL050,34100303049,6,228,941
SL050,34100303049,1,228,1371
SL050,34100303048,9,345,501
SL050,34100303048,6,345,238
SL050,34100303048,1,345,263
SL050,34100303047,9,125,1563
SL050,34100303047,6,125,826
SL050,34100303047,1,125,737
SL050,34100303046,9,125,402
SL050,34100303046,6,125,205
SL050,34100303046,1,125,197
SL050,34100303045,9,125,87
SL050,34100303045,6,125,44
SL050,34100303045,1,125,43
SL050,34100303044,9,228,290
SL050,34100303044,6,228,121
SL050,34100303044,1,228,169
SL050,34100303043,9,125,29
SL050,34100303043,6,125,15
SL050,34100303043,1,125,14
SL050,34100303042,9,125,1123
SL050,34100303042,6,125,589
SL050,34100303042,1,125,534
SL050,34100303041,9,125,805
SL050,34100303041,6,125,419
SL050,34100303041,1,125,386
SL050,34100303040,9,125,58
SL050,34100303040,6,125,32
SL050,34100303040,1,125,26
SL050,34100303039,9,125,7
SL050,34100303039,6,125,2
SL050,34100303039,1,125,5
SL050,34100303038,9,125,21
SL050,34100303038,6,125,9
SL050,34100303038,1,125,12
SL050,34100303037,9,125,27
SL050,34100303037,6,125,10
SL050,34100303037,1,125,17
SL050,34100303036,9,110,1
SL050,34100303036,6,142,1
SL050,34100303036,1,110,1
SL050,34100303035,9,125,19
SL050,34100303035,6,125,9
SL050,34100303035,1,125,10
SL050,34100303034,9,125,808
SL050,34100303034,6,125,412
SL050,34100303034,1,125,396
SL050,34100303033,9,125,8
SL050,34100303033,6,125,5
SL050,34100303033,1,125,3
SL050,34100303031,9,125,2305
SL050,34100303031,6,128,1220
SL050,34100303031,1,426,1302
SL050,34100303030,9,125,240
SL050,34100303030,6,125,127
SL050,34100303030,1,125,113
SL050,34100303029,9,125,148
SL050,34100303029,6,125,73
SL050,34100303029,1,125,75
SL050,34100303028,9,110,9
SL050,34100303028,6,128,6
SL050,34100303028,1,110,5
SL050,34100303027,9,128,9
SL050,34100303027,6,128,4
SL050,34100303027,1,128,5
SL050,34100303026,9,125,117
SL050,34100303026,6,125,58
SL050,34100303026,1,125,59
SL050,34100303025,9,125,84
SL050,34100303025,6,125,42
SL050,34100303025,1,125,42
SL050,34100303024,9,228,166
SL050,34100303024,6,228,73
SL050,34100303024,1,228,93
SL050,34100303023,9,104,49
SL050,34100303023,6,104,21
SL050,34100303023,1,104,28
SL050,34100303022,9,345,4
SL050,34100303022,6,107,1
SL050,34100303022,1,345,3
SL050,34100303021,9,426,81
SL050,34100303021,6,345,33
SL050,34100303021,1,426,53
SL050,34100303020,9,125,15
SL050,34100303020,6,125,7
SL050,34100303020,1,125,8
SL050,34100303019,9,345,207
SL050,34100303019,6,125,99
SL050,34100303019,1,345,115
SL050,34100303018,9,128,800
SL050,34100303018,6,128,427
SL050,34100303018,1,128,373
SL050,34100303017,9,228,22
SL050,34100303017,6,228,9
SL050,34100303017,1,228,13
SL050,34100303016,9,125,7
SL050,34100303016,6,125,4
SL050,34100303016,1,125,3
SL050,34100303015,9,228,2139
SL050,34100303015,6,228,909
SL050,34100303015,1,228,1230
SL050,34100303014,9,203,8156
SL050,34100303014,6,343,3950
SL050,34100303014,1,203,4952
SL050,34100303013,9,228,22
SL050,34100303013,6,228,10
SL050,34100303013,1,125,12
SL050,34100303012,9,125,1045
SL050,34100303012,6,125,530
SL050,34100303012,1,125,515
SL050,34100303011,9,125,2291
SL050,34100303011,6,125,1220
SL050,34100303011,1,125,1071
SL050,34100303010,9,125,7
SL050,34100303010,6,110,3
SL050,34100303010,1,128,6
SL050,34100303009,9,228,1027
SL050,34100303009,6,228,435
SL050,34100303009,1,228,592
SL050,34100303008,9,110,2
SL050,34100303008,6,125,1
SL050,34100303008,1,110,2
SL050,34100303007,9,125,22
SL050,34100303007,6,125,11
SL050,34100303007,1,125,11
SL050,34100303006,9,125,491
SL050,34100303006,6,125,241
SL050,34100303006,1,125,250
SL050,34100303005,9,228,988
SL050,34100303005,6,228,378
SL050,34100303005,1,228,610
SL050,34100303004,9,121,52
SL050,34100303004,6,121,25
SL050,34100303004,1,121,27
SL050,34100303003,9,104,15
SL050,34100303003,6,104,9
SL050,34100303003,1,125,7
SL050,34100303002,9,228,107
SL050,34100303002,6,228,44
SL050,34100303002,1,228,63
SL050,34100303001,9,125,156
SL050,34100303001,6,125,71
SL050,34100303001,1,125,85
SL050,34094343907,9,228,101
SL050,34094343907,6,228,41
SL050,34094343907,1,228,60
SL050,34094343906,9,128,241
SL050,34094343906,6,128,123
SL050,34094343906,1,128,118
SL050,34094343905,9,239,941
SL050,34094343905,6,154,527
SL050,34094343905,1,239,754
SL050,34094343904,9,228,189
SL050,34094343904,6,228,76
SL050,34094343904,1,426,133
SL050,34094343903,9,128,152
SL050,34094343903,6,128,78
SL050,34094343903,1,128,74
SL050,34094343902,9,128,60
SL050,34094343902,6,128,40
SL050,34094343902,1,410,22
SL050,34094343901,9,128,302
SL050,34094343901,6,128,151
SL050,34094343901,1,128,151
SL050,34094343178,9,228,91
SL050,34094343178,6,228,35
SL050,34094343178,1,228,56
SL050,34094343177,9,228,57
SL050,34094343177,6,228,24
SL050,34094343177,1,228,33
SL050,34094343176,9,228,18
SL050,34094343176,6,128,6
SL050,34094343176,1,228,12
SL050,34094343175,9,125,7
SL050,34094343175,6,125,5
SL050,34094343175,1,128,4
SL050,34094343174,9,125,9
SL050,34094343174,6,125,3
SL050,34094343174,1,125,6
SL050,34094343173,9,228,5
SL050,34094343173,6,122,1
SL050,34094343173,1,228,4
SL050,34094343172,9,128,18
SL050,34094343172,6,128,10
SL050,34094343172,1,128,8
SL050,34094343171,9,228,712
SL050,34094343171,6,228,322
SL050,34094343171,1,228,390
SL050,34094343170,9,228,116
SL050,34094343170,6,228,45
SL050,34094343170,1,228,71
SL050,34094343169,9,128,24
SL050,34094343169,6,128,10
SL050,34094343169,1,128,14
SL050,34094343168,9,154,2
SL050,34094343168,6,340,2
SL050,34094343168,1,124,1
SL050,34094343167,9,125,13
SL050,34094343167,6,125,8
SL050,34094343167,1,228,9
SL050,34094343166,9,128,108
SL050,34094343166,6,128,51
SL050,34094343166,1,128,57
SL050,34094343165,9,228,34
SL050,34094343165,6,135,14
SL050,34094343165,1,228,23
SL050,34094343164,9,340,10
SL050,34094343164,6,340,4
SL050,34094343164,1,340,6
SL050,34094343163,9,228,2176
SL050,34094343163,6,228,979
SL050,34094343163,1,228,1197
SL050,34094343162,9,228,156
SL050,34094343162,6,228,73
SL050,34094343162,1,228,83
SL050,34094343161,9,228,1245
SL050,34094343161,6,228,495
SL050,34094343161,1,228,750
SL050,34094343160,9,128,49
SL050,34094343160,6,128,29
SL050,34094343160,1,128,20
SL050,34094343159,9,128,6
SL050,34094343159,6,128,3
SL050,34094343159,1,128,3
SL050,34094343158,9,135,2
SL050,34094343158,6,135,1
SL050,34094343158,1,135,1
SL050,34094343157,9,321,4
SL050,34094343157,6,321,3
SL050,34094343157,1,340,2
SL050,34094343156,9,128,609
SL050,34094343156,6,128,292
SL050,34094343156,1,128,317
SL050,34094343155,9,228,2030
SL050,34094343155,6,228,838
SL050,34094343155,1,228,1192
SL050,34094343154,9,126,4
SL050,34094343154,6,126,2
SL050,34094343154,1,126,2
SL050,34094343153,9,228,956
SL050,34094343153,6,228,438
SL050,34094343153,1,228,518
SL050,34094343152,9,228,91
SL050,34094343152,6,228,38
SL050,34094343152,1,228,53
SL050,34094343151,9,125,3
SL050,34094343151,6,125,1
SL050,34094343151,1,125,2
SL050,34094343150,9,125,45
SL050,34094343150,6,125,24
SL050,34094343150,1,125,21
SL050,34094343149,9,228,39
SL050,34094343149,6,228,15
SL050,34094343149,1,228,24
SL050,34094343148,9,228,6586
SL050,34094343148,6,228,2844
SL050,34094343148,1,228,3742
SL050,34094343147,9,345,11
SL050,34094343147,6,345,7
SL050,34094343147,1,228,7
SL050,34094343145,9,128,117
SL050,34094343145,6,128,56
SL050,34094343145,1,128,61
SL050,34094343144,9,228,42
SL050,34094343144,6,228,13
SL050,34094343144,1,228,29
SL050,34094343143,9,342,3
SL050,34094343143,6,342,1
SL050,34094343143,1,342,2
SL050,34094343142,9,228,78
SL050,34094343142,6,228,40
SL050,34094343142,1,135,39
SL050,34094343141,9,104,1
SL050,34094343141,6,104,1
SL050,34094343141,1,303,1
SL050,34094343140,9,228,146
SL050,34094343140,6,228,55
SL050,34094343140,1,228,91
SL050,34094343139,9,228,90
SL050,34094343139,6,228,34
SL050,34094343139,1,228,56
SL050,34094343138,9,228,182
SL050,34094343138,6,228,87
SL050,34094343138,1,228,95
SL050,34094343137,9,228,52
SL050,34094343137,6,128,15
SL050,34094343137,1,228,38
SL050,34094343136,9,128,732
SL050,34094343136,6,128,387
SL050,34094343136,1,128,345
SL050,34094343135,9,228,73
SL050,34094343135,6,228,31
SL050,34094343135,1,228,42
SL050,34094343134,9,128,22
SL050,34094343134,6,128,11
SL050,34094343134,1,128,11
SL050,34094343133,9,228,658
SL050,34094343133,6,228,265
SL050,34094343133,1,228,393
SL050,34094343132,9,228,38
SL050,34094343132,6,228,14
SL050,34094343132,1,228,24
SL050,34094343131,9,228,347
SL050,34094343131,6,228,147
SL050,34094343131,1,228,200
SL050,34094343130,9,228,12
SL050,34094343130,6,228,4
SL050,34094343130,1,228,8
SL050,34094343129,9,228,344
SL050,34094343129,6,228,142
SL050,34094343129,1,228,202
SL050,34094343128,9,128,26
SL050,34094343128,6,128,12
SL050,34094343128,1,128,14
SL050,34094343127,9,228,75
SL050,34094343127,6,228,16
SL050,34094343127,1,228,59
SL050,34094343126,9,228,74
SL050,34094343126,6,228,33
SL050,34094343126,1,228,41
SL050,34094343125,9,125,33
SL050,34094343125,6,125,13
SL050,34094343125,1,125,20
SL050,34094343124,9,228,10
SL050,34094343124,6,228,4
SL050,34094343124,1,228,6
SL050,34094343123,9,228,5793
SL050,34094343123,6,228,2740
SL050,34094343123,1,228,3053
SL050,34094343122,9,110,3
SL050,34094343122,6,110,1
SL050,34094343122,1,110,2
SL050,34094343121,9,125,35
SL050,34094343121,6,125,17
SL050,34094343121,1,125,18
SL050,34094343120,9,343,5
SL050,34094343120,6,125,3
SL050,34094343120,1,326,3
SL050,34094343119,9,228,17
SL050,34094343119,6,228,8
SL050,34094343119,1,228,9
SL050,34094343118,9,110,43
SL050,34094343118,6,110,24
SL050,34094343118,1,228,26
SL050,34094343117,9,317,12
SL050,34094343117,6,317,6
SL050,34094343117,1,317,6
SL050,34094343116,9,128,32
SL050,34094343116,6,128,19
SL050,34094343116,1,128,13
SL050,34094343115,9,342,3
SL050,34094343115,6,342,3
SL050,34094343115,1,121,1
SL050,34094343114,9,128,5
SL050,34094343114,6,128,3
SL050,34094343114,1,239,4
SL050,34094343113,9,228,29
SL050,34094343113,6,228,11
SL050,34094343113,1,228,18
SL050,34094343112,9,228,20
SL050,34094343112,6,228,5
SL050,34094343112,1,228,15
SL050,34094343111,9,228,82
SL050,34094343111,6,228,39
SL050,34094343111,1,228,43
SL050,34094343110,9,350,7
SL050,34094343110,6,350,4
SL050,34094343110,1,317,4
SL050,34094343109,9,128,82
SL050,34094343109,6,128,47
SL050,34094343109,1,128,35
